2.330557107925415039e-01,2.331694811582565308e-01,2.358834743499755859e-01,2.420978397130966187e-01,2.543839216232299805e-01,2.686821520328521729e-01,2.733790576457977295e-01,2.798033654689788818e-01,2.694706618785858154e-01,2.565639615058898926e-01,2.476216852664947510e-01,2.281099706888198853e-01,2.182468324899673462e-01,2.117084115743637085e-01,2.070215046405792236e-01,1.999840885400772095e-01,1.987869590520858765e-01,2.019635289907455444e-01,2.085531204938888550e-01,2.085531204938888550e-01,2.123338431119918823e-01,2.477287650108337402e-01,2.873783707618713379e-01,9.420992732048034668e-01,1.000000000000000000e+00,7.097460627555847168e-01,4.850712418556213379e-01,3.459995687007904053e-01,2.856195569038391113e-01,2.565639615058898926e-01,2.331694811582565308e-01,2.211440354585647583e-01,2.150641381740570068e-01,2.100735753774642944e-01,2.112067341804504395e-01,2.112067341804504395e-01,2.161711454391479492e-01,2.182468324899673462e-01,2.303083986043930054e-01,2.314570695161819458e-01,1.000000000000000000e+00,6.655261516571044922e-01
4.938027262687683105e-01,7.125566601753234863e-01,9.250137805938720703e-01,1.000000000000000000e+00,4.666403234004974365e-01,3.178048729896545410e-01,2.708280980587005615e-01,2.374143302440643311e-01,2.198211103677749634e-01,2.104737609624862671e-01,2.092759758234024048e-01,2.104737609624862671e-01,2.269482314586639404e-01,2.475509941577911377e-01,2.805542349815368652e-01,2.448280751705169678e-01,2.276854813098907471e-01,2.157167494297027588e-01,2.114006578922271729e-01,2.092759758234024048e-01,2.092759758234024048e-01,2.092759758234024048e-01,2.114006578922271729e-01,2.157167494297027588e-01,2.276854813098907471e-01,2.448280751705169678e-01,2.805542349815368652e-01,3.115023076534271240e-01,2.599884271621704102e-01,2.179068177938461304e-01,2.030437141656875610e-01,1.940400153398513794e-01,1.938960105180740356e-01,1.938960105180740356e-01,1.973230093717575073e-01,2.167501151561737061e-01,2.425356209278106689e-01,2.741084992885589600e-01,3.214749991893768311e-01,3.944336473941802979e-01,9.419174790382385254e-01,1.000000000000000000e+00
4.104383587837219238e-01,5.759015679359436035e-01,7.329146265983581543e-01,8.636223077774047852e-01,9.246687293052673340e-01,1.000000000000000000e+00,9.862130284309387207e-01,8.590806722640991211e-01,3.846059739589691162e-01,2.772992253303527832e-01,2.564569711685180664e-01,2.484671771526336670e-01,2.484671771526336670e-01,2.571710050106048584e-01,2.831882834434509277e-01,3.287376761436462402e-01,3.986530005931854248e-01,5.243461132049560547e-01,8.292483687400817871e-01,8.759905099868774414e-01,8.734748959541320801e-01,8.759905099868774414e-01,8.912094235420227051e-01,9.230808615684509277e-01,9.518994092941284180e-01,4.857379198074340820e-01,3.539853394031524658e-01,2.571710050106048584e-01,2.279385626316070557e-01,1.993265002965927124e-01,1.799891293048858643e-01,1.786255538463592529e-01,1.782830357551574707e-01,1.782830357551574707e-01,1.813424527645111084e-01,1.876374781131744385e-01,2.056654840707778931e-01,2.276702523231506348e-01,2.484671771526336670e-01,3.166141211986541748e-01,5.572458505630493164e-01,8.256290555000305176e-01
4.511078596115112305e-01,5.632990002632141113e-01,6.819216012954711914e-01,8.279522657394409180e-01,8.761088848114013672e-01,1.000000000000000000e+00,5.283804535865783691e-01,3.642859756946563721e-01,2.884722054004669189e-01,2.529191076755523682e-01,2.354477792978286743e-01,2.284695953130722046e-01,2.218377888202667236e-01,2.268159836530685425e-01,2.450575530529022217e-01,2.559275329113006592e-01,2.554367780685424805e-01,2.471479624509811401e-01,2.388341724872589111e-01,2.359269261360168457e-01,2.354477792978286743e-01,2.359269261360168457e-01,2.446475774049758911e-01,2.519249320030212402e-01,2.666367590427398682e-01,2.889937162399291992e-01,3.296025097370147705e-01,3.937501013278961182e-01,4.028232991695404053e-01,3.500222265720367432e-01,2.659299373626708984e-01,2.346470206975936890e-01,2.240328639745712280e-01,2.225155085325241089e-01,2.268159836530685425e-01,2.379920929670333862e-01,2.612649798393249512e-01,2.782430350780487061e-01,3.075866103172302246e-01,3.755475282669067383e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.012332528829574585e-01,2.012332528829574585e-01,2.040365189313888550e-01,2.146490663290023804e-01,2.316205203533172607e-01,4.072679877281188965e-01,3.734768927097320557e-01,3.749947547912597656e-01,3.657931089401245117e-01,3.155484497547149658e-01,3.018499016761779785e-01,2.705805599689483643e-01,2.202222794294357300e-01,2.110911011695861816e-01,2.025462687015533447e-01,2.027954161167144775e-01,2.104322910308837891e-01,2.158220261335372925e-01,2.464081794023513794e-01,2.759391069412231445e-01,3.369824588298797607e-01,4.435575008392333984e-01,8.191257119178771973e-01,8.551195859909057617e-01,9.124375581741333008e-01,1.000000000000000000e+00,7.358700037002563477e-01,4.559074044227600098e-01,3.611043691635131836e-01,2.998779416084289551e-01,2.366346567869186401e-01,2.084433287382125854e-01,1.955061852931976318e-01,1.938853263854980469e-01,2.032927572727203369e-01,2.316205203533172607e-01,2.732267677783966064e-01,2.574808597564697266e-01,2.345988154411315918e-01,2.062516957521438599e-01,8.848550319671630859e-01,7.630282044410705566e-01
2.127178162336349487e-01,2.391460537910461426e-01,2.840802669525146484e-01,3.650674521923065186e-01,6.583030223846435547e-01,6.653514504432678223e-01,1.000000000000000000e+00,9.702386856079101562e-01,8.611707091331481934e-01,6.377878189086914062e-01,4.853596687316894531e-01,4.505701661109924316e-01,4.398832023143768311e-01,4.416294991970062256e-01,4.637334942817687988e-01,5.098735690116882324e-01,5.481865406036376953e-01,6.493849158287048340e-01,7.637651562690734863e-01,8.259731531143188477e-01,8.264248371124267578e-01,8.366349339485168457e-01,8.534168004989624023e-01,8.834966421127319336e-01,9.377956986427307129e-01,9.045504331588745117e-01,2.667183578014373779e-01,1.679947376251220703e-01,1.491685211658477783e-01,1.367697864770889282e-01,1.111836507916450500e-01,1.040308102965354919e-01,1.040308102965354919e-01,1.040308102965354919e-01,1.079911068081855774e-01,1.159082204103469849e-01,1.270445585250854492e-01,1.347078233957290649e-01,1.471217870712280273e-01,1.755976676940917969e-01,3.592880070209503174e-01,7.669010758399963379e-01
7.530640363693237305e-01,7.401084303855895996e-01,7.502875924110412598e-01,1.000000000000000000e+00,8.635424375534057617e-01,7.835706472396850586e-01,4.635536670684814453e-01,3.734012246131896973e-01,3.314954340457916260e-01,2.978221476078033447e-01,2.879559099674224854e-01,2.889299094676971436e-01,3.031646609306335449e-01,3.167603611946105957e-01,3.498732745647430420e-01,4.003730714321136475e-01,3.729710578918457031e-01,3.372568488121032715e-01,3.269850909709930420e-01,3.137047290802001953e-01,3.135767579078674316e-01,3.137047290802001953e-01,3.151089251041412354e-01,3.175196945667266846e-01,3.285768628120422363e-01,3.504463732242584229e-01,4.248841702938079834e-01,4.901502132415771484e-01,3.796898722648620605e-01,3.256321251392364502e-01,2.879559099674224854e-01,2.781726121902465820e-01,2.729291021823883057e-01,2.811861634254455566e-01,2.925192415714263916e-01,3.236540853977203369e-01,3.553368151187896729e-01,4.248841702938079834e-01,5.157652497291564941e-01,5.906370878219604492e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.059437185525894165e-01,2.384123057126998901e-01,4.444817006587982178e-01,3.580237030982971191e-01,3.259038031101226807e-01,2.772193551063537598e-01,2.660085260868072510e-01,2.514368295669555664e-01,2.514368295669555664e-01,2.482447624206542969e-01,2.469270229339599609e-01,2.423333227634429932e-01,2.324067652225494385e-01,2.050617337226867676e-01,2.050617337226867676e-01,2.108146846294403076e-01,2.197393029928207397e-01,2.399279773235321045e-01,2.800813913345336914e-01,3.991036117076873779e-01,7.667508721351623535e-01,8.260599970817565918e-01,8.343127369880676270e-01,8.540655374526977539e-01,8.872490525245666504e-01,1.000000000000000000e+00,6.151852011680603027e-01,4.848162233829498291e-01,4.066616892814636230e-01,3.696803152561187744e-01,3.325106501579284668e-01,2.974065542221069336e-01,3.070027828216552734e-01,3.205203115940093994e-01,2.540186643600463867e-01,2.175841331481933594e-01,2.023927122354507446e-01,2.023927122354507446e-01,2.004128247499465942e-01,2.004128247499465942e-01,7.579980492591857910e-01,7.300609350204467773e-01
5.709972381591796875e-01,6.932991147041320801e-01,1.000000000000000000e+00,8.103054761886596680e-01,7.206947207450866699e-01,6.512848734855651855e-01,3.477420508861541748e-01,2.840817272663116455e-01,2.617254853248596191e-01,2.422536015510559082e-01,2.342597991228103638e-01,2.342597991228103638e-01,2.439797371625900269e-01,2.552312910556793213e-01,2.798457443714141846e-01,3.189821839332580566e-01,3.092187643051147461e-01,2.847627103328704834e-01,2.681827843189239502e-01,2.572469413280487061e-01,2.571214437484741211e-01,2.523055374622344971e-01,2.523055374622344971e-01,2.593714594841003418e-01,2.701018452644348145e-01,2.964267432689666748e-01,3.810509443283081055e-01,3.996576666831970215e-01,2.972966730594635010e-01,2.502500414848327637e-01,2.415864169597625732e-01,2.417200058698654175e-01,2.417200058698654175e-01,2.443763464689254761e-01,2.675802707672119141e-01,2.849893569946289062e-01,3.186784386634826660e-01,3.630915880203247070e-01,4.625562727451324463e-01,5.217832326889038086e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.649994790554046631e-01,5.694497227668762207e-01,4.110382199287414551e-01,3.333471119403839111e-01,3.025557696819305420e-01,2.635928094387054443e-01,2.574084103107452393e-01,2.583694756031036377e-01,2.604396641254425049e-01,2.740422189235687256e-01,2.649994790554046631e-01,2.500826120376586914e-01,2.401393055915832520e-01,2.317353188991546631e-01,2.317353188991546631e-01,2.445709258317947388e-01,2.472586035728454590e-01,2.764435112476348877e-01,3.363080620765686035e-01,4.975983202457427979e-01,8.818598389625549316e-01,8.873234987258911133e-01,8.824217915534973145e-01,9.055257439613342285e-01,1.000000000000000000e+00,7.495316863059997559e-01,5.540812015533447266e-01,4.193951189517974854e-01,3.766350150108337402e-01,3.393649160861968994e-01,2.740422189235687256e-01,2.299458235502243042e-01,2.235698401927947998e-01,2.235698401927947998e-01,2.272351682186126709e-01,2.401393055915832520e-01,2.279611676931381226e-01,2.272351682186126709e-01,2.272351682186126709e-01,2.336879223585128784e-01,8.830582499504089355e-01,6.995113492012023926e-01
