2.330557107925415039e-01,2.543839216232299805e-01,2.694706618785858154e-01,2.182468324899673462e-01,1.987869590520858765e-01,2.123338431119918823e-01,1.000000000000000000e+00,2.856195569038391113e-01,2.150641381740570068e-01,2.161711454391479492e-01,1.000000000000000000e+00,6.655261516571044922e-01
1.000000000000000000e+00,9.449934363365173340e-01,4.451597929000854492e-01,4.595929384231567383e-01,4.610859155654907227e-01,4.238048493862152100e-01,4.610859155654907227e-01,5.265026688575744629e-01,3.926588594913482666e-01,4.911589622497558594e-01,9.419174790382385254e-01,1.000000000000000000e+00
4.311783015727996826e-01,9.713932871818542480e-01,4.040405750274658203e-01,2.610225379467010498e-01,4.187974035739898682e-01,9.176126122474670410e-01,1.000000000000000000e+00,2.394565641880035400e-01,1.872918903827667236e-01,2.160580009222030640e-01,5.572458505630493164e-01,8.256290555000305176e-01
5.148993134498596191e-01,1.000000000000000000e+00,3.292652666568756104e-01,2.532080113887786865e-01,2.915582358837127686e-01,2.687425911426544189e-01,3.043420314788818359e-01,4.597868025302886963e-01,2.557134926319122314e-01,2.982106208801269531e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.205446958541870117e-01,2.538480758666992188e-01,4.008965790271759033e-01,2.413560003042221069e-01,2.306265085935592651e-01,3.693211376667022705e-01,1.000000000000000000e+00,3.957578837871551514e-01,2.142680287361145020e-01,2.994470894336700439e-01,8.848550319671630859e-01,7.630282044410705566e-01
2.268274575471878052e-01,7.019684910774230957e-01,9.182924628257751465e-01,4.690608084201812744e-01,5.845479369163513184e-01,8.812419176101684570e-01,1.000000000000000000e+00,1.590629220008850098e-01,1.109312102198600769e-01,1.354714632034301758e-01,3.592880070209503174e-01,7.669010758399963379e-01
8.720637559890747070e-01,1.000000000000000000e+00,3.838785588741302490e-01,3.510709404945373535e-01,4.319081604480743408e-01,3.631283640861511230e-01,3.804987967014312744e-01,4.396887123584747314e-01,3.160575330257415771e-01,4.114873707294464111e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.321148961782455444e-01,3.673194348812103271e-01,2.833892107009887695e-01,2.619408369064331055e-01,2.476636022329330444e-01,8.641889691352844238e-01,1.000000000000000000e+00,4.583399593830108643e-01,3.460164666175842285e-01,2.281126230955123901e-01,7.579980492591857910e-01,7.300609350204467773e-01
7.922872304916381836e-01,1.000000000000000000e+00,3.631572127342224121e-01,3.385341167449951172e-01,4.290565252304077148e-01,3.567688763141632080e-01,3.747798204421997070e-01,4.125140011310577393e-01,3.353986144065856934e-01,4.421822726726531982e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.649994790554046631e-01,3.025557696819305420e-01,2.604396641254425049e-01,2.401393055915832520e-01,2.472586035728454590e-01,8.818598389625549316e-01,1.000000000000000000e+00,3.766350150108337402e-01,2.235698401927947998e-01,2.279611676931381226e-01,8.830582499504089355e-01,6.995113492012023926e-01
4.335726201534271240e-01,3.679638803005218506e-01,3.053739368915557861e-01,2.838864028453826904e-01,3.253037929534912109e-01,1.000000000000000000e+00,9.372650384902954102e-01,3.770201206207275391e-01,2.802824079990386963e-01,3.546626269817352295e-01,1.000000000000000000e+00,7.214560508728027344e-01
9.812979698181152344e-01,1.000000000000000000e+00,3.749007582664489746e-01,3.242260813713073730e-01,4.695390760898590088e-01,3.348014354705810547e-01,2.943696677684783936e-01,4.908265173435211182e-01,3.342806100845336914e-01,4.125175774097442627e-01,9.593766927719116211e-01,1.000000000000000000e+00
7.584263086318969727e-01,1.000000000000000000e+00,3.428166508674621582e-01,3.264312744140625000e-01,3.772730529308319092e-01,3.159123659133911133e-01,3.068412244319915771e-01,3.794686496257781982e-01,2.995344102382659912e-01,4.028311371803283691e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.557410299777984619e-01,3.753745257854461670e-01,3.260071575641632080e-01,2.591037452220916748e-01,2.884390354156494141e-01,9.419528245925903320e-01,1.000000000000000000e+00,3.721578717231750488e-01,2.422205060720443726e-01,3.077968060970306396e-01,9.156796932220458984e-01,7.098445296287536621e-01
6.564262509346008301e-01,1.000000000000000000e+00,3.746002614498138428e-01,3.273051977157592773e-01,4.816429018974304199e-01,4.498379528522491455e-01,4.530605375766754150e-01,4.000396728515625000e-01,3.246680498123168945e-01,4.401788711547851562e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.621664524078369141e-01,2.498008161783218384e-01,2.473508119583129883e-01,2.557316422462463379e-01,2.443016916513442993e-01,4.268905520439147949e-01,1.000000000000000000e+00,4.837856292724609375e-01,2.939153015613555908e-01,2.209406346082687378e-01,8.349179625511169434e-01,7.332115173339843750e-01
5.746446251869201660e-01,1.000000000000000000e+00,3.068561851978302002e-01,2.736254036426544189e-01,3.473376333713531494e-01,2.840607464313507080e-01,2.824448049068450928e-01,4.656513929367065430e-01,2.640172243118286133e-01,3.095084130764007568e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.806429862976074219e-01,3.007534146308898926e-01,3.636917769908905029e-01,2.353215366601943970e-01,2.091789394617080688e-01,2.890786230564117432e-01,1.000000000000000000e+00,4.797753095626831055e-01,2.311698347330093384e-01,2.255153805017471313e-01,7.688258290290832520e-01,7.210163474082946777e-01
3.456013798713684082e-01,1.000000000000000000e+00,2.856173515319824219e-01,2.171861231327056885e-01,2.367990165948867798e-01,2.306308448314666748e-01,2.244820743799209595e-01,3.480159640312194824e-01,2.306308448314666748e-01,2.235356867313385010e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.283241033554077148e-01,2.031984031200408936e-01,2.783679068088531494e-01,1.978390067815780640e-01,1.689065247774124146e-01,2.050273120403289795e-01,1.000000000000000000e+00,3.718913495540618896e-01,1.681009232997894287e-01,1.701742559671401978e-01,7.793420553207397461e-01,7.403118014335632324e-01
3.448588252067565918e-01,7.466457486152648926e-01,7.234116196632385254e-01,3.154638409614562988e-01,3.880935609340667725e-01,8.643366098403930664e-01,1.000000000000000000e+00,3.265712559223175049e-01,2.030597031116485596e-01,2.376154959201812744e-01,6.131891608238220215e-01,7.653341293334960938e-01
5.912365317344665527e-01,1.000000000000000000e+00,3.557215034961700439e-01,3.028859496116638184e-01,4.551019072532653809e-01,4.695471525192260742e-01,3.270198702812194824e-01,4.160657525062561035e-01,2.964345812797546387e-01,3.717861771583557129e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.814993560314178467e-01,2.458710521459579468e-01,2.184228003025054932e-01,2.223152369260787964e-01,2.206554561853408813e-01,2.814993560314178467e-01,1.000000000000000000e+00,6.009006500244140625e-01,2.142691761255264282e-01,2.232320159673690796e-01,7.495138049125671387e-01,7.826456427574157715e-01
8.466076850891113281e-01,1.000000000000000000e+00,4.426286220550537109e-01,3.736428916454315186e-01,5.579468607902526855e-01,4.540042281150817871e-01,4.084217548370361328e-01,4.287282526493072510e-01,3.826340734958648682e-01,3.881478309631347656e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.607309818267822266e-01,2.382615357637405396e-01,2.199749946594238281e-01,2.851615846157073975e-01,3.525295853614807129e-01,1.000000000000000000e+00,8.813072443008422852e-01,2.715947628021240234e-01,2.199749946594238281e-01,5.515981912612915039e-01,8.210763335227966309e-01,7.410237193107604980e-01
7.983694672584533691e-01,1.000000000000000000e+00,4.156976342201232910e-01,3.548991084098815918e-01,5.322462916374206543e-01,4.010228812694549561e-01,3.763549625873565674e-01,4.015659093856811523e-01,3.594746887683868408e-01,4.341592192649841309e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.632447719573974609e-01,2.864087224006652832e-01,2.540847659111022949e-01,3.224799931049346924e-01,3.899741768836975098e-01,9.939919114112854004e-01,1.000000000000000000e+00,3.224799931049346924e-01,2.659237980842590332e-01,6.262425184249877930e-01,8.461538553237915039e-01,7.601061463356018066e-01
6.344611048698425293e-01,1.000000000000000000e+00,4.005739092826843262e-01,3.505254387855529785e-01,5.524995923042297363e-01,4.371377825736999512e-01,3.895609676837921143e-01,3.714956939220428467e-01,3.381426036357879639e-01,4.573718309402465820e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.076328754425048828e-01,2.545386552810668945e-01,2.714812755584716797e-01,3.272419273853302002e-01,3.304681777954101562e-01,4.652289450168609619e-01,1.000000000000000000e+00,4.513383805751800537e-01,2.980580329895019531e-01,2.378762066364288330e-01,7.930623292922973633e-01,7.455514073371887207e-01
5.135924816131591797e-01,1.000000000000000000e+00,3.244191408157348633e-01,2.784728705883026123e-01,4.340768754482269287e-01,3.258802294731140137e-01,2.639196217060089111e-01,3.097829818725585938e-01,2.639196217060089111e-01,2.963994741439819336e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.142112374305725098e-01,2.441880404949188232e-01,3.611392676830291748e-01,2.768440246582031250e-01,2.378853559494018555e-01,3.148435652256011963e-01,1.000000000000000000e+00,5.294229388236999512e-01,2.370857298374176025e-01,2.378853559494018555e-01,8.985542654991149902e-01,7.515283823013305664e-01
5.168455839157104492e-01,1.000000000000000000e+00,3.190087080001831055e-01,2.511801719665527344e-01,3.503040671348571777e-01,3.503040671348571777e-01,2.593366801738739014e-01,3.410875201225280762e-01,2.587277889251708984e-01,2.930315732955932617e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.921364307403564453e-01,4.740454554557800293e-01,4.053712487220764160e-01,3.212305009365081787e-01,2.900076210498809814e-01,5.006604790687561035e-01,1.000000000000000000e+00,4.542885124683380127e-01,2.685608267784118652e-01,3.497945666313171387e-01,9.487355947494506836e-01,7.811349630355834961e-01
4.856896996498107910e-01,5.311408042907714844e-01,4.220478534698486328e-01,3.855666816234588623e-01,4.619135558605194092e-01,1.000000000000000000e+00,8.751220703125000000e-01,5.134434103965759277e-01,3.818024992942810059e-01,5.503705739974975586e-01,1.000000000000000000e+00,7.414086461067199707e-01
1.000000000000000000e+00,7.432258725166320801e-01,2.007384896278381348e-01,1.784387826919555664e-01,2.712741196155548096e-01,1.871128827333450317e-01,1.633640229701995850e-01,2.010673135519027710e-01,4.507740437984466553e-01,6.446011662483215332e-01,5.213299989700317383e-01,1.000000000000000000e+00
5.312500000000000000e-01,3.842888772487640381e-01,3.774514794349670410e-01,3.657718598842620850e-01,5.664407014846801758e-01,1.000000000000000000e+00,6.735484600067138672e-01,3.448530137538909912e-01,3.657718598842620850e-01,6.708850860595703125e-01,1.000000000000000000e+00,7.630245089530944824e-01
1.000000000000000000e+00,4.078447520732879639e-01,2.205081731081008911e-01,2.180946618318557739e-01,2.261955589056015015e-01,2.100173085927963257e-01,2.261955589056015015e-01,3.294528424739837646e-01,3.431968092918395996e-01,5.431942343711853027e-01,7.056530117988586426e-01,1.000000000000000000e+00
